multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad
1328,W326AVE,2023-04-13,14:48,126.0,80,AV LIBERTADOR,R02,ERROR,46.0,True
1329,GOOGLE,2020-03-31,18:57,46.0,40,AV LIBERTADOR,R01,PAGADA,6.0,True
1330,VNK296GP,2020-12-05,08:54,107.0,80,RUTA 9,R01,APELADA,27.0,True
1331,NTHGLFT,1932-01-01,00:00,102.0,80,AV LIBERTADOR,R02,IMPAGA,22.0,True
1332,UM96201,2021-03-27,18:57,91.0,60,AV LIBERTADOR,R02,APELADA,31.0,True
1335,OUTSTDN,2023-10-27,00:00,58.0,40,RUTA 9,R01,PAGADA,18.0,True
1336,NHZ1002,2023-08-22,09:57,96.0,40,AV LIBERTADOR,R01,ERROR,56.0,True
1337,MVU4688,2023-12-26,18:57,122.0,60,AV LIBERTADOR,R03,IMPAGA,62.0,True
1339,RFH373,1932-01-01,09:57,72.0,40,AV SIEMPRE VIVA,,IMPAGA,32.0,True
1340,9999868,2021-03-22,08:55,128.0,80,AV SIEMPRE VIVA,R03,APELADA,48.0,True
1342,GLEN1E,2022-03-15,09:57,130.0,60,AV SIEMPRE VIVA,R01,ERROR,70.0,True
1346,CBMUK,2023-03-12,08:55,117.0,80,AV SIEMPRE VIVA,,IMPAGA,37.0,True
1348,NTHGLFT,2021-11-28,14:48,98.0,60,AV LIBERTADOR,,PAGADA,38.0,True
1349,GOOGLE,2023-12-31,18:58,49.0,40,RUTA 9,R02,PAGADA,9.0,True
1351,691XC80,1932-01-01,18:58,78.0,60,AV LIBERTADOR,,APELADA,18.0,True
1352,B81JKY,2020-12-21,00:00,117.0,80,RUTA 9,R01,IMPAGA,37.0,True
1354,W326AVE,2021-01-11,14:48,117.0,60,RUTA 9,R03,IMPAGA,57.0,True
1359,0695DVH,2020-12-29,09:58,126.0,60,AV SIEMPRE VIVA,R03,PAGADA,66.0,True
1361,6NCE831,2022-04-10,08:55,75.0,60,AV LIBERTADOR,R01,IMPAGA,15.0,True
1368,VNK296GP,2022-02-01,08:56,68.0,60,AV LIBERTADOR,,IMPAGA,8.0,True
1369,J1S1,2023-07-29,18:59,98.0,80,AV SIEMPRE VIVA,R03,ERROR,18.0,True
1370,CBMUK,2023-01-25,09:58,112.0,80,AV SIEMPRE VIVA,R03,APELADA,32.0,True
1372,CBMUK,1932-01-01,09:59,126.0,80,RUTA 9,R03,ERROR,46.0,True
1373,41RSTZ,2022-10-08,14:48,43.0,40,AV LIBERTADOR,R01,ERROR,3.0,True
1374,HAMSTUR,2020-12-11,08:56,107.0,80,RUTA 9,R02,ERROR,27.0,True
1379,HK06YMX,2020-02-04,14:49,91.0,60,RUTA 9,,PAGADA,31.0,True
1380,BM351,2021-03-08,08:56,90.0,80,RUTA 9,R01,PAGADA,10.0,True
1381,BM351,1932-01-01,14:49,107.0,40,AV LIBERTADOR,R01,APELADA,67.0,True
1383,M20CPR,2020-05-18,19:00,99.0,60,AV LIBERTADOR,,APELADA,39.0,True
1387,6NCE831,2022-06-02,09:59,136.0,80,AV SIEMPRE VIVA,,PAGADA,56.0,True
1388,2999961,1932-01-01,14:50,118.0,80,AV LIBERTADOR,R03,IMPAGA,38.0,True
1389,VTIIAHV,1932-01-01,08:57,57.0,40,RUTA 9,R03,ERROR,17.0,True
1391,UM96201,2023-01-08,08:57,94.0,80,RUTA 9,R03,PAGADA,14.0,True
1394,41RSTZ,2022-06-02,08:57,137.0,80,AV LIBERTADOR,R01,ERROR,57.0,True
1396,CBMUK,2023-11-29,08:57,69.0,40,RUTA 9,R02,PAGADA,29.0,True
1398,TL03GOG,2023-03-15,14:50,86.0,60,RUTA 9,R01,IMPAGA,26.0,True
1399,XIIUME,1932-01-01,00:00,105.0,40,AV LIBERTADOR,R02,IMPAGA,65.0,True
1401,DI2LOT,2020-11-14,19:00,98.0,80,AV LIBERTADOR,,APELADA,18.0,True
1409,691XC80,2023-12-12,00:00,145.0,80,AV LIBERTADOR,R02,PAGADA,65.0,True
1410,HF3461,1932-01-01,00:00,65.0,60,AV SIEMPRE VIVA,,PAGADA,5.0,True
1411,AWS167,1932-01-01,19:01,126.0,80,AV LIBERTADOR,,ERROR,46.0,True
1412,GE1466,2022-07-11,14:51,117.0,60,AV SIEMPRE VIVA,R03,PAGADA,57.0,True
1414,HAMSTUR,2023-11-21,14:51,147.0,80,AV SIEMPRE VIVA,R02,IMPAGA,67.0,True
1416,FVIOUHP,2020-07-13,10:00,100.0,80,AV LIBERTADOR,R03,ERROR,20.0,True
1419,W326AVE,2020-01-28,10:00,72.0,40,RUTA 9,R02,APELADA,32.0,True
1420,6NCE831,2022-07-01,14:52,108.0,60,AV SIEMPRE VIVA,R03,PAGADA,48.0,True
1423,FD1475,2022-12-15,08:58,106.0,80,AV LIBERTADOR,,IMPAGA,26.0,True
1424,M431ZW,2023-11-09,19:01,96.0,80,AV SIEMPRE VIVA,R02,ERROR,16.0,True
1427,HF3461,1932-01-01,10:00,98.0,40,AV LIBERTADOR,R01,PAGADA,58.0,True
1428,BP717,2020-10-12,00:00,55.0,40,AV SIEMPRE VIVA,R03,IMPAGA,15.0,True
1431,81ZFJD,2020-04-28,00:00,120.0,80,AV LIBERTADOR,,ERROR,40.0,True
1434,NTHGLFT,2022-04-23,19:02,122.0,60,AV LIBERTADOR,R01,PAGADA,62.0,True
1437,BB8986,1932-01-01,10:01,102.0,80,AV LIBERTADOR,R03,PAGADA,22.0,True
1438,NHZ1002,1932-01-01,14:53,113.0,40,AV LIBERTADOR,R01,APELADA,73.0,True
1440,OUTSTDN,2020-04-08,19:02,115.0,60,AV LIBERTADOR,,PAGADA,55.0,True
1443,WU341A,2021-07-10,10:01,136.0,60,AV SIEMPRE VIVA,R01,APELADA,76.0,True
1449,CT5B876,2020-03-28,08:59,96.0,40,AV SIEMPRE VIVA,R02,PAGADA,56.0,True
1451,831MDB,1932-01-01,14:53,100.0,80,RUTA 9,,IMPAGA,20.0,True
1452,3646HBH,2022-09-15,08:59,154.0,80,RUTA 9,R02,ERROR,74.0,True
1454,B81JKY,2020-09-18,14:54,110.0,40,AV LIBERTADOR,,IMPAGA,70.0,True
1458,VNK296GP,2023-12-21,19:03,99.0,60,AV LIBERTADOR,R01,PAGADA,39.0,True
1460,6611172,2022-11-11,19:03,126.0,80,RUTA 9,R01,ERROR,46.0,True
1463,MX60NZA,2022-07-08,14:54,73.0,40,AV SIEMPRE VIVA,R01,ERROR,33.0,True
1465,GLEN1E,2021-10-22,09:00,89.0,40,RUTA 9,R01,ERROR,49.0,True
1466,HF58HXP,1932-01-01,19:03,121.0,80,RUTA 9,,APELADA,41.0,True
1468,BHRP770,2021-02-09,09:00,95.0,80,AV SIEMPRE VIVA,R02,IMPAGA,15.0,True
1475,AI7OVF,2022-02-23,19:04,106.0,60,AV LIBERTADOR,,ERROR,46.0,True
1476,HK06YMX,1932-01-01,19:04,125.0,80,AV LIBERTADOR,R01,ERROR,45.0,True
1477,VTIIAHV,1932-01-01,00:00,102.0,60,AV LIBERTADOR,,IMPAGA,42.0,True
1481,PIW4215,1932-01-01,00:00,73.0,60,AV LIBERTADOR,R01,PAGADA,13.0,True
1483,MX60NZA,1932-01-01,14:54,148.0,80,AV LIBERTADOR,,IMPAGA,68.0,True
1490,M20CPR,2020-07-01,14:55,93.0,80,RUTA 9,R01,IMPAGA,13.0,True
1491,UW3932,2021-11-14,09:02,118.0,60,AV SIEMPRE VIVA,R03,IMPAGA,58.0,True
1493,UM96201,2020-02-29,00:00,118.0,40,AV SIEMPRE VIVA,R03,ERROR,78.0,True
1495,FVIOUHP,2021-07-03,10:02,119.0,60,AV SIEMPRE VIVA,R01,PAGADA,59.0,True
1499,NHZ1002,2023-05-29,10:02,56.0,40,RUTA 9,R01,APELADA,16.0,True
1500,NTHGLFT,2022-03-23,19:05,81.0,60,RUTA 9,R02,APELADA,21.0,True
1503,6611172,2022-02-23,14:55,92.0,40,AV LIBERTADOR,,PAGADA,52.0,True
1504,XIIUME,2020-03-18,09:02,100.0,80,AV LIBERTADOR,R02,ERROR,20.0,True
1505,990XYK,2023-04-03,10:03,117.0,40,RUTA 9,R01,APELADA,77.0,True
1510,6NCE831,2023-08-23,00:00,109.0,80,RUTA 9,R03,ERROR,29.0,True
1513,NTHGLFT,2023-04-17,10:03,114.0,80,RUTA 9,R01,PAGADA,34.0,True
1514,GLEN1E,2022-03-09,10:03,137.0,80,RUTA 9,R02,ERROR,57.0,True
1516,MX60NZA,2021-05-20,14:56,99.0,60,AV SIEMPRE VIVA,R02,ERROR,39.0,True
1517,BHRP770,1932-01-01,19:05,101.0,40,RUTA 9,R02,IMPAGA,61.0,True
1519,B81JKY,2021-01-03,00:00,94.0,80,AV SIEMPRE VIVA,R02,APELADA,14.0,True
1521,HAMSTUR,2022-09-12,09:02,94.0,40,AV SIEMPRE VIVA,R03,APELADA,54.0,True
1524,810TCH,2022-05-03,19:06,132.0,60,AV SIEMPRE VIVA,,ERROR,72.0,True
1525,5777770,2021-07-09,00:00,91.0,80,AV SIEMPRE VIVA,,ERROR,11.0,True
1526,TL03GOG,2020-03-08,10:04,133.0,80,AV LIBERTADOR,R02,PAGADA,53.0,True
1528,691XC80,2021-01-06,09:03,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,True
1530,3646HBH,2023-11-12,09:03,123.0,80,AV LIBERTADOR,,PAGADA,43.0,True
1531,M20CPR,2020-11-17,00:00,96.0,40,AV SIEMPRE VIVA,R01,APELADA,56.0,True
1535,HK06YMX,2021-05-07,10:04,128.0,60,RUTA 9,R01,ERROR,68.0,True
1541,TL03GOG,2020-07-06,19:06,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,True
1542,5777770,1932-01-01,10:04,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,True
1547,BX55DOG,1932-01-01,00:00,51.0,40,AV LIBERTADOR,R01,PAGADA,11.0,True
1549,MPX9357,1932-01-01,14:57,74.0,40,AV SIEMPRE VIVA,R01,PAGADA,34.0,True
1552,41RSTZ,2020-10-28,00:00,98.0,80,AV SIEMPRE VIVA,R02,PAGADA,18.0,True
1554,UW3932,2023-07-08,00:00,87.0,80,AV LIBERTADOR,R03,APELADA,7.0,True
1559,831MDB,2020-06-20,09:03,89.0,40,AV SIEMPRE VIVA,R03,IMPAGA,49.0,True
1561,VNK296GP,1932-01-01,09:04,120.0,40,AV SIEMPRE VIVA,,APELADA,80.0,True
1562,2999961,2023-02-13,09:04,80.0,40,AV SIEMPRE VIVA,R02,APELADA,40.0,True
1563,W326AVE,2023-10-27,10:06,153.0,80,RUTA 9,R01,PAGADA,73.0,True
1565,OUTSTDN,1932-01-01,09:04,89.0,60,AV LIBERTADOR,R01,PAGADA,29.0,True
1566,DI2LOT,2022-01-24,09:04,71.0,40,AV LIBERTADOR,R02,PAGADA,31.0,True
1570,VY90540,2023-05-20,14:58,58.0,40,RUTA 9,R01,APELADA,18.0,True
1571,GOOGLE,1932-01-01,00:00,46.0,40,RUTA 9,,IMPAGA,6.0,True
1572,YLO8WUE,2022-09-15,19:07,119.0,60,AV LIBERTADOR,R01,IMPAGA,59.0,True
1573,VTIIAHV,1932-01-01,09:04,91.0,40,AV LIBERTADOR,R01,APELADA,51.0,True
1575,6611172,2020-01-18,09:05,92.0,40,RUTA 9,,IMPAGA,52.0,True
1578,TL03GOG,1932-01-01,10:07,84.0,60,RUTA 9,R02,IMPAGA,24.0,True
1582,CBMUK,1932-01-01,09:05,87.0,80,AV SIEMPRE VIVA,,APELADA,7.0,True
1588,MX60NZA,2020-02-10,19:07,94.0,40,AV SIEMPRE VIVA,R02,ERROR,54.0,True
1589,691XC80,2020-06-20,00:00,134.0,60,AV SIEMPRE VIVA,R02,PAGADA,74.0,True
1590,FD1475,2022-08-09,09:06,110.0,40,AV SIEMPRE VIVA,R03,PAGADA,70.0,True
1595,6611172,1932-01-01,10:07,144.0,80,RUTA 9,R01,APELADA,64.0,True
1596,M431ZW,1932-01-01,00:00,122.0,80,AV SIEMPRE VIVA,R02,IMPAGA,42.0,True
1597,GCP332,2023-01-03,00:00,53.0,40,AV LIBERTADOR,,IMPAGA,13.0,True
1600,WU08YWC,2022-08-23,19:08,114.0,80,RUTA 9,,APELADA,34.0,True
1605,UW3932,2021-07-04,00:00,81.0,60,AV SIEMPRE VIVA,R03,IMPAGA,21.0,True
1607,810TCH,1932-01-01,14:59,49.0,40,AV LIBERTADOR,R02,APELADA,9.0,True
1608,WU08YWC,2023-10-03,00:00,107.0,60,AV SIEMPRE VIVA,R01,ERROR,47.0,True
1616,41RSTZ,1932-01-01,10:08,120.0,80,AV LIBERTADOR,,PAGADA,40.0,True
1617,990XYK,2022-10-14,19:09,95.0,60,AV LIBERTADOR,,APELADA,35.0,True
1618,B81JKY,2022-03-28,00:00,105.0,60,AV SIEMPRE VIVA,R01,IMPAGA,45.0,True
1622,HF3461,2022-09-12,14:59,45.0,40,RUTA 9,R01,IMPAGA,5.0,True
1623,810TCH,2021-09-06,19:09,95.0,80,AV LIBERTADOR,R01,ERROR,15.0,True
1624,5777770,1932-01-01,00:00,106.0,60,AV LIBERTADOR,,APELADA,46.0,True
1628,FVIOUHP,2022-08-01,00:00,135.0,60,AV LIBERTADOR,R02,IMPAGA,75.0,True
1630,3646HBH,1932-01-01,09:07,112.0,40,AV LIBERTADOR,R03,IMPAGA,72.0,True
1631,W326AVE,2021-06-23,14:59,90.0,40,AV SIEMPRE VIVA,R02,APELADA,50.0,True
1632,HF3461,2021-04-09,00:00,57.0,40,AV SIEMPRE VIVA,R01,APELADA,17.0,True
1634,B81JKY,2022-01-10,10:09,123.0,60,AV SIEMPRE VIVA,R03,PAGADA,63.0,True
1636,0695DVH,2023-05-03,19:10,151.0,80,RUTA 9,R02,ERROR,71.0,True
1641,81ZFJD,2023-10-23,15:00,91.0,60,AV LIBERTADOR,R03,ERROR,31.0,True
1644,WEFLYN,1932-01-01,15:00,109.0,80,AV LIBERTADOR,R03,PAGADA,29.0,True
1645,TL03GOG,2023-01-01,10:09,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,True
1647,RFH373,1932-01-01,15:00,86.0,60,RUTA 9,R02,IMPAGA,26.0,True
1650,41RSTZ,2022-05-17,10:10,78.0,60,RUTA 9,R02,PAGADA,18.0,True
1651,VNK296GP,2021-12-29,09:08,89.0,80,RUTA 9,R03,ERROR,9.0,True
1653,CD05601,2020-11-21,19:10,135.0,60,AV SIEMPRE VIVA,R02,PAGADA,75.0,True
1654,HK06YMX,2023-11-01,15:00,160.0,80,RUTA 9,,PAGADA,80.0,True
1657,6EVY261,1932-01-01,00:00,75.0,60,AV SIEMPRE VIVA,R01,IMPAGA,15.0,True
1664,CD05601,1932-01-01,19:11,71.0,40,AV LIBERTADOR,R03,ERROR,31.0,True
1665,GOOGLE,2021-04-08,09:08,79.0,60,RUTA 9,R03,PAGADA,19.0,True
1667,W326AVE,2023-02-04,10:10,127.0,60,AV SIEMPRE VIVA,,IMPAGA,67.0,True
1668,FVIOUHP,2022-06-03,10:11,84.0,60,AV LIBERTADOR,R01,IMPAGA,24.0,True
1673,GN64OTP,2023-03-24,19:11,158.0,80,RUTA 9,,IMPAGA,78.0,True
1680,MPX9357,2022-06-01,09:08,151.0,80,AV LIBERTADOR,R03,APELADA,71.0,True
1683,810TCH,2021-03-23,10:11,116.0,80,AV SIEMPRE VIVA,,APELADA,36.0,True
1686,FVIOUHP,2022-06-15,19:12,43.0,40,RUTA 9,R01,PAGADA,3.0,True
1687,589222,2023-08-05,09:09,81.0,60,RUTA 9,,ERROR,21.0,True
1692,HAMSTUR,2020-08-01,19:12,116.0,40,AV LIBERTADOR,R03,APELADA,76.0,True
1700,M20CPR,2020-12-18,09:10,97.0,80,AV SIEMPRE VIVA,R01,ERROR,17.0,True
1701,9999868,2020-01-19,10:12,89.0,60,RUTA 9,R01,APELADA,29.0,True
1702,WU08YWC,2022-08-02,19:13,80.0,40,RUTA 9,R02,PAGADA,40.0,True
1707,6EVY261,2021-07-23,19:13,103.0,80,AV LIBERTADOR,,ERROR,23.0,True
1708,990XYK,1932-01-01,09:10,89.0,80,AV SIEMPRE VIVA,,PAGADA,9.0,True
1709,RFH373,2023-05-07,19:13,123.0,80,AV SIEMPRE VIVA,,ERROR,43.0,True
1711,TL03GOG,1932-01-01,00:00,80.0,40,AV LIBERTADOR,R01,IMPAGA,40.0,True
1713,M20CPR,2020-03-30,09:10,125.0,80,AV LIBERTADOR,,IMPAGA,45.0,True
1716,BP717,2020-03-08,19:14,94.0,40,AV SIEMPRE VIVA,R03,PAGADA,54.0,True
1717,CD05601,2023-02-07,19:14,118.0,40,RUTA 9,R02,IMPAGA,78.0,True
1720,M431ZW,2021-10-26,10:12,86.0,60,AV LIBERTADOR,R01,ERROR,26.0,True
1724,8B90638,2021-09-14,15:02,104.0,80,AV SIEMPRE VIVA,R02,ERROR,24.0,True
1726,RFH373,2020-06-13,15:03,110.0,60,AV LIBERTADOR,R02,IMPAGA,50.0,True
1729,HF58HXP,2020-02-14,19:15,97.0,60,RUTA 9,R01,PAGADA,37.0,True
1730,RFH373,1932-01-01,09:11,53.0,40,AV LIBERTADOR,,ERROR,13.0,True
1731,B81JKY,2020-06-14,09:11,92.0,40,AV SIEMPRE VIVA,R01,APELADA,52.0,True
1733,UM96201,2020-03-20,19:15,125.0,80,AV LIBERTADOR,R02,APELADA,45.0,True
1735,AI7OVF,2020-05-01,00:00,151.0,80,AV SIEMPRE VIVA,R02,ERROR,71.0,True
1736,BP717,2021-01-23,19:15,65.0,40,AV LIBERTADOR,R03,IMPAGA,25.0,True
1737,81ZFJD,2023-10-06,00:00,87.0,40,AV LIBERTADOR,R03,APELADA,47.0,True
1743,MVU4688,1932-01-01,19:16,72.0,40,AV SIEMPRE VIVA,R03,ERROR,32.0,True
1746,HF58HXP,2023-10-01,00:00,112.0,40,RUTA 9,R03,PAGADA,72.0,True
1748,BP717,2023-04-25,10:13,139.0,80,AV SIEMPRE VIVA,R03,IMPAGA,59.0,True
1749,NHZ1002,2021-07-09,19:16,102.0,40,AV SIEMPRE VIVA,R01,APELADA,62.0,True
1751,GE1466,2020-06-06,15:03,146.0,80,AV LIBERTADOR,R02,ERROR,66.0,True
1752,WEFLYN,2023-09-04,15:03,145.0,80,AV LIBERTADOR,R03,ERROR,65.0,True
1754,6611172,2023-02-19,10:14,89.0,60,AV SIEMPRE VIVA,R02,APELADA,29.0,True
1755,T0YDR,1932-01-01,10:14,97.0,80,RUTA 9,,PAGADA,17.0,True
1760,PIW4215,2021-08-10,10:14,137.0,80,AV SIEMPRE VIVA,R03,ERROR,57.0,True
1761,GCP332,2020-08-02,09:12,89.0,40,AV SIEMPRE VIVA,R01,APELADA,49.0,True
1762,GE1466,2021-11-04,19:16,87.0,60,AV SIEMPRE VIVA,,IMPAGA,27.0,True
1763,GCP332,2020-06-11,10:15,110.0,40,RUTA 9,R02,ERROR,70.0,True
1765,BHRP770,2021-04-19,15:04,104.0,80,RUTA 9,,ERROR,24.0,True
1766,GN64OTP,2022-06-28,15:04,123.0,60,AV LIBERTADOR,R01,PAGADA,63.0,True
1767,AWS167,2022-10-30,10:15,128.0,80,AV LIBERTADOR,R02,APELADA,48.0,True
1770,VTIIAHV,2020-08-04,09:12,143.0,80,RUTA 9,R03,APELADA,63.0,True
1771,OUTSTDN,2020-12-22,19:16,67.0,40,AV LIBERTADOR,,PAGADA,27.0,True
1777,81ZFJD,1932-01-01,19:17,116.0,60,AV LIBERTADOR,R01,ERROR,56.0,True
1778,MVU4688,2020-09-07,19:17,84.0,60,AV SIEMPRE VIVA,,IMPAGA,24.0,True
1779,J1S1,2023-05-21,10:15,112.0,40,AV SIEMPRE VIVA,R01,ERROR,72.0,True
1780,M20CPR,1932-01-01,10:16,150.0,80,AV LIBERTADOR,R03,APELADA,70.0,True
1783,9999868,2021-07-27,19:17,91.0,80,AV LIBERTADOR,,PAGADA,11.0,True
1788,831MDB,2020-03-22,10:16,105.0,80,AV SIEMPRE VIVA,R03,ERROR,25.0,True
1789,RFH373,2023-09-26,10:17,153.0,80,AV SIEMPRE VIVA,,APELADA,73.0,True
1790,CT5B876,2023-03-24,15:05,59.0,40,AV LIBERTADOR,R03,PAGADA,19.0,True
1792,CT5B876,2021-07-09,15:05,132.0,60,AV LIBERTADOR,,IMPAGA,72.0,True
1793,GOOGLE,1932-01-01,19:17,129.0,80,AV LIBERTADOR,R02,ERROR,49.0,True
1794,6EVY261,2022-09-27,00:00,65.0,60,RUTA 9,R02,PAGADA,5.0,True
1797,9999868,1932-01-01,15:05,101.0,80,AV SIEMPRE VIVA,R02,IMPAGA,21.0,True
1798,6EVY261,1932-01-01,09:12,133.0,60,AV LIBERTADOR,,PAGADA,73.0,True
1801,AWS167,2022-12-07,15:05,61.0,40,AV SIEMPRE VIVA,R03,ERROR,21.0,True
1803,GN64OTP,2023-06-05,10:17,49.0,40,RUTA 9,,PAGADA,9.0,True
1804,MVU4688,2023-03-21,09:13,97.0,80,AV SIEMPRE VIVA,R01,ERROR,17.0,True
1805,WEFLYN,2022-07-22,15:06,46.0,40,AV SIEMPRE VIVA,,ERROR,6.0,True
1806,FD1475,1932-01-01,15:06,82.0,60,AV SIEMPRE VIVA,R03,IMPAGA,22.0,True
1810,9999868,2022-06-15,00:00,158.0,80,AV LIBERTADOR,R03,ERROR,78.0,True
1812,MX60NZA,2020-08-25,15:06,83.0,60,AV LIBERTADOR,R02,APELADA,23.0,True
1814,GLEN1E,2020-09-02,09:13,118.0,80,AV SIEMPRE VIVA,R01,ERROR,38.0,True
1817,VNK296GP,2021-08-22,00:00,88.0,40,AV SIEMPRE VIVA,R02,APELADA,48.0,True
1820,MX60NZA,2023-12-29,15:07,134.0,60,RUTA 9,,PAGADA,74.0,True
1821,831MDB,1932-01-01,19:18,95.0,40,AV LIBERTADOR,,IMPAGA,55.0,True
1822,GCP332,1932-01-01,09:13,101.0,80,AV LIBERTADOR,R03,APELADA,21.0,True
1828,810TCH,2023-03-25,09:14,160.0,80,AV LIBERTADOR,R01,IMPAGA,80.0,True
1831,OUTSTDN,2020-10-30,15:07,137.0,60,RUTA 9,R02,ERROR,77.0,True
1832,J1S1,2022-05-31,09:14,48.0,40,RUTA 9,R02,APELADA,8.0,True
1833,MVU4688,2022-10-30,00:00,74.0,60,RUTA 9,R01,APELADA,14.0,True
1840,3646HBH,1932-01-01,09:15,86.0,40,AV LIBERTADOR,R03,APELADA,46.0,True
1841,DK414N,2021-04-01,09:15,124.0,60,AV SIEMPRE VIVA,,IMPAGA,64.0,True
1842,831MDB,2020-09-22,09:15,98.0,40,AV LIBERTADOR,,ERROR,58.0,True
1845,W326AVE,1932-01-01,09:15,78.0,60,AV LIBERTADOR,R03,PAGADA,18.0,True
1847,BHRP770,2021-04-07,09:16,67.0,40,RUTA 9,R03,APELADA,27.0,True
1848,DK414N,2020-05-28,09:16,81.0,40,AV SIEMPRE VIVA,R01,PAGADA,41.0,True
1851,HAMSTUR,2021-11-13,19:19,95.0,40,AV LIBERTADOR,R01,ERROR,55.0,True
1852,810TCH,2022-06-02,09:16,70.0,40,AV LIBERTADOR,,APELADA,30.0,True
1853,HF3461,2021-07-16,00:00,79.0,60,AV SIEMPRE VIVA,,PAGADA,19.0,True
1854,YLO8WUE,2020-02-01,10:19,98.0,80,AV LIBERTADOR,R02,IMPAGA,18.0,True
1855,T0YDR,1932-01-01,09:16,105.0,60,AV SIEMPRE VIVA,R01,ERROR,45.0,True
1857,GCP332,1932-01-01,00:00,159.0,80,RUTA 9,R01,IMPAGA,79.0,True
1861,CD05601,2022-05-18,15:07,120.0,60,RUTA 9,R03,IMPAGA,60.0,True
1863,WU341A,1932-01-01,00:00,123.0,60,AV SIEMPRE VIVA,R01,PAGADA,63.0,True
1865,MVU4688,2023-02-25,00:00,88.0,60,AV SIEMPRE VIVA,R02,IMPAGA,28.0,True
1866,GLEN1E,2020-03-02,15:07,122.0,60,RUTA 9,,IMPAGA,62.0,True
1867,GN64OTP,1932-01-01,00:00,44.0,40,AV LIBERTADOR,R01,ERROR,4.0,True
1872,GCP332,2021-02-28,15:08,96.0,40,RUTA 9,R03,ERROR,56.0,True
1876,VTIIAHV,2022-11-20,00:00,110.0,60,AV LIBERTADOR,R03,PAGADA,50.0,True
1878,AWS167,1932-01-01,10:20,144.0,80,AV LIBERTADOR,R01,PAGADA,64.0,True
1880,UW3932,2020-09-04,15:08,96.0,40,AV LIBERTADOR,R01,ERROR,56.0,True
1887,810TCH,2023-02-14,00:00,91.0,80,AV LIBERTADOR,,PAGADA,11.0,True
1892,WU341A,2023-04-15,19:20,109.0,80,AV LIBERTADOR,R01,IMPAGA,29.0,True
1894,RFH373,1932-01-01,09:18,75.0,40,AV LIBERTADOR,R03,ERROR,35.0,True
1899,PIW4215,1932-01-01,00:00,93.0,80,RUTA 9,R02,IMPAGA,13.0,True
1901,B81JKY,2023-10-15,00:00,75.0,60,AV LIBERTADOR,R01,APELADA,15.0,True
1904,M431ZW,2021-05-23,00:00,66.0,40,AV SIEMPRE VIVA,,APELADA,26.0,True
1907,2999961,1932-01-01,10:20,157.0,80,RUTA 9,R03,IMPAGA,77.0,True
1910,HAMSTUR,2020-09-16,19:21,111.0,40,AV LIBERTADOR,R03,APELADA,71.0,True
1912,8B90638,1932-01-01,00:00,112.0,60,AV LIBERTADOR,,IMPAGA,52.0,True
1914,HF58HXP,2023-02-07,00:00,78.0,40,AV LIBERTADOR,R01,PAGADA,38.0,True
1915,MVU4688,2022-06-01,15:10,79.0,60,AV SIEMPRE VIVA,R02,APELADA,19.0,True
1918,831MDB,2022-05-28,19:21,104.0,80,AV LIBERTADOR,,IMPAGA,24.0,True
1919,TL03GOG,1932-01-01,19:21,83.0,40,RUTA 9,R02,IMPAGA,43.0,True
1920,GN64OTP,2022-06-18,15:10,99.0,80,AV SIEMPRE VIVA,R02,IMPAGA,19.0,True
1921,M431ZW,1932-01-01,09:19,105.0,60,AV SIEMPRE VIVA,R03,PAGADA,45.0,True
1922,INTIGR8,2023-06-05,00:00,74.0,40,AV LIBERTADOR,,APELADA,34.0,True
1924,M20CPR,2022-08-28,00:00,116.0,60,AV SIEMPRE VIVA,R01,ERROR,56.0,True
1927,M20CPR,2020-07-28,09:20,155.0,80,AV LIBERTADOR,,IMPAGA,75.0,True
1934,WU08YWC,2022-06-01,15:10,159.0,80,AV LIBERTADOR,R02,ERROR,79.0,True
1935,T0YDR,1932-01-01,10:21,102.0,60,AV SIEMPRE VIVA,,PAGADA,42.0,True
1936,GOOGLE,2021-08-20,09:20,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,True
1939,BB8986,2023-01-23,19:21,101.0,60,RUTA 9,,ERROR,41.0,True
1943,DK414N,1932-01-01,10:22,100.0,40,AV SIEMPRE VIVA,R03,PAGADA,60.0,True
1944,WU08YWC,1932-01-01,09:20,77.0,40,AV SIEMPRE VIVA,,ERROR,37.0,True
1947,RFH373,2023-05-21,19:22,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,True
1948,CT5B876,1932-01-01,19:22,155.0,80,RUTA 9,R01,APELADA,75.0,True
1951,41RSTZ,2020-12-14,19:22,116.0,40,RUTA 9,R01,ERROR,76.0,True
1953,FVIOUHP,1932-01-01,09:20,115.0,60,AV SIEMPRE VIVA,R03,IMPAGA,55.0,True
1954,AWS167,2022-03-09,15:11,150.0,80,RUTA 9,R03,ERROR,70.0,True
1955,0695DVH,2021-12-05,19:23,139.0,60,AV LIBERTADOR,R01,PAGADA,79.0,True
1956,VY90540,2022-06-21,00:00,46.0,40,RUTA 9,R02,ERROR,6.0,True
